locus_id,go_id,go_name
Rv1999c,GO:0016021,integral component of membrane
Rv2000,GO:0005886,plasma membrane
Rv2001,GO:0006633,fatty acid biosynthetic process
Rv2002,GO:0005886,plasma membrane
Rv2003A,GO:0003824,catalytic activity
Rv2003c,GO:0008168,methyltransferase activity
Rv2004c,GO:0005618,cell wall
Rv2005c,GO:0005886,plasma membrane
Rv2006,GO:0005886,plasma membrane
Rv2007c,GO:0005829,cytosol
Rv2008c,GO:0005524,ATP binding
Rv2009,GO:0045927,positive regulation of growth
Rv2010,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2011c,GO:0045892,"negative regulation of transcription, DNA-templated"
Rv2012,GO:0016021,integral component of membrane
Rv2015c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2024c,GO:0016787,hydrolase activity
Rv2025c,GO:0016021,integral component of membrane
Rv2026c,GO:0005524,ATP binding
Rv2027c,GO:0016021,integral component of membrane
Rv2028c,GO:0005886,plasma membrane
Rv2029c,GO:0005829,cytosol
Rv2030c,GO:0005886,plasma membrane
Rv2031c,GO:0005886,plasma membrane
Rv2032,GO:0005886,plasma membrane
Rv2034,GO:0006355,"regulation of transcription, DNA-templated"
Rv2037c,GO:0016021,integral component of membrane
Rv2044c,GO:0016021,integral component of membrane
Rv2045c,GO:0016787,hydrolase activity
Rv2047c,GO:0005618,cell wall
Rv2048c,GO:0055114,oxidation-reduction process
Rv2049c,GO:0045927,positive regulation of growth
Rv2050,GO:0045893,"positive regulation of transcription, DNA-templated"
Rv2051c,GO:0016021,integral component of membrane
Rv2053c,GO:0016021,integral component of membrane
Rv2055c,GO:0022627,cytosolic small ribosomal subunit
Rv2056c,GO:0015935,small ribosomal subunit
Rv2057c,GO:0022625,cytosolic large ribosomal subunit
Rv2058c,GO:0022625,cytosolic large ribosomal subunit
Rv2059,GO:0005886,plasma membrane
Rv2060,ABC) transporter comple,ATP-binding cassette 
Rv2063,GO:0045927,positive regulation of growth
Rv2063A,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2065,GO:0009236,cobalamin biosynthetic process
Rv2066,GO:0005886,plasma membrane
Rv2067c,GO:0005886,plasma membrane
Rv2068c,GO:0042597,periplasmic space
Rv2069,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv2070c,GO:0055114,oxidation-reduction process
Rv2071c,GO:0055114,oxidation-reduction process
Rv2072c,GO:0005618,cell wall
Rv2073c,GO:0055114,oxidation-reduction process
Rv2074,GO:0009986,cell surface
Rv2075c,GO:0016021,integral component of membrane
Rv2076c,GO:0016021,integral component of membrane
Rv2077c,GO:0016021,integral component of membrane
Rv2078,GO:0005886,plasma membrane
Rv2079,GO:0005829,cytosol
Rv2080,GO:0016020,membrane
Rv2081c,GO:0016021,integral component of membrane
Rv2082,GO:0052559,induction by symbiont of host immune response
Rv2083,GO:0016021,integral component of membrane
Rv2084,GO:0005886,plasma membrane
Rv2085,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2086,GO:0016021,integral component of membrane
Rv2087,GO:0046855,inositol phosphate dephosphorylation
Rv2088,GO:0016021,integral component of membrane
Rv2089c,GO:0016021,integral component of membrane
Rv2090,GO:0005618,cell wall
Rv2091c,GO:0016021,integral component of membrane
Rv2092c,GO:0055087,Ski complex
Rv2093c,GO:0033281,TAT protein transport complex
Rv2094c,GO:0033281,TAT protein transport complex
Rv2095c,GO:0005618,cell wall
Rv2096c,GO:0005886,plasma membrane
Rv2097c,GO:0005886,plasma membrane
Rv2103c,GO:0005576,extracellular region
Rv2104c,GO:0016874,ligase activity
Rv2108,GO:0016020,membrane
Rv2109c,GO:0019773,"proteasome core complex, alpha-subunit complex"
Rv2110c,GO:0019774,"proteasome core complex, beta-subunit complex"
Rv2111c,GO:0070490,protein pupylation
Rv2112c,GO:0070490,protein pupylation
Rv2115c,GO:0022623,proteasome-activating nucleotidase complex
Rv2116,GO:0016020,membrane
Rv2118c,m1A) methyltransferase comple,tRNA 
Rv2121c,GO:0005886,plasma membrane
Rv2122c,GO:0005737,cytoplasm
Rv2123,GO:0075139,response to host iron concentration
Rv2124c,GO:0005886,plasma membrane
Rv2126c,GO:0016021,integral component of membrane
Rv2127,GO:0016021,integral component of membrane
Rv2128,GO:0016021,integral component of membrane
Rv2130c,GO:0005886,plasma membrane
Rv2131c,GO:0005886,plasma membrane
Rv2133c,GO:0016021,integral component of membrane
Rv2136c,GO:0016021,integral component of membrane
Rv2137c,GO:0016021,integral component of membrane
Rv2139,GO:0016020,membrane
Rv2140c,GO:0005886,plasma membrane
Rv2142A,GO:0045927,positive regulation of growth
Rv2142c,GO:0045926,negative regulation of growth
Rv2143,GO:0009116,nucleoside metabolic process
Rv2145c,GO:0060187,cell pole
Rv2147c,GO:0005886,plasma membrane
Rv2148c,GO:0005622,intracellular
Rv2149c,GO:0005618,cell wall
Rv2150c,GO:0032153,cell division site
Rv2151c,GO:0032153,cell division site
Rv2152c,GO:0005737,cytoplasm
Rv2153c,GO:0016020,membrane
Rv2154c,GO:0032153,cell division site
Rv2155c,GO:0005829,cytosol
Rv2156c,GO:0016021,integral component of membrane
Rv2157c,GO:0005737,cytoplasm
Rv2158c,GO:0005886,plasma membrane
Rv2159c,GO:0005886,plasma membrane
Rv2160A,GO:0003677,DNA binding
Rv2162c,GO:0071267,L-methionine salvage
Rv2163c,GO:0016021,integral component of membrane
Rv2165c,GO:0005886,plasma membrane
Rv2166c,GO:0009295,nucleoid
Rv2171,GO:0016021,integral component of membrane
Rv2174,GO:0016021,integral component of membrane
Rv2175c,GO:0018107,peptidyl-threonine phosphorylation
Rv2176,GO:0016021,integral component of membrane
Rv2178c,GO:0005886,plasma membrane
Rv2180c,GO:0016021,integral component of membrane
Rv2181,GO:0016021,integral component of membrane
Rv2184c,GO:0016887,ATPase activity
Rv2187,GO:0005886,plasma membrane
Rv2188c,GO:0005886,plasma membrane
Rv2189c,GO:0016021,integral component of membrane
Rv2190c,GO:0005576,extracellular region
Rv2191,GO:0009380,excinuclease repair complex
Rv2192c,GO:0005886,plasma membrane
Rv2193,GO:0016021,integral component of membrane
Rv2194,GO:0070469,respirasome
Rv2195,GO:0070469,respirasome
Rv2196,GO:0070469,respirasome
Rv2197c,GO:0016021,integral component of membrane
Rv2198c,GO:0016021,integral component of membrane
Rv2199c,GO:0016021,integral component of membrane
Rv2200c,GO:0070469,respirasome
Rv2201,GO:0005886,plasma membrane
Rv2202c,GO:0005886,plasma membrane
Rv2203,GO:0016021,integral component of membrane
Rv2204c,GO:0005886,plasma membrane
Rv2205c,GO:0005618,cell wall
Rv2206,GO:0016021,integral component of membrane
Rv2207,GO:0009236,cobalamin biosynthetic process
Rv2208,GO:0016021,integral component of membrane
Rv2209,GO:0016021,integral component of membrane
Rv2210c,GO:0071267,L-methionine salvage
Rv2211c,GO:0005829,cytosol
Rv2212,GO:0035556,intracellular signal transduction
Rv2213,GO:0005886,plasma membrane
Rv2214c,GO:0005887,integral component of plasma membrane
Rv2215,GO:0045254,pyruvate dehydrogenase complex
Rv2216,GO:0005886,plasma membrane
Rv2217,GO:0005886,plasma membrane
Rv2218,GO:0005737,cytoplasm
Rv2219,GO:0016021,integral component of membrane
Rv2220,GO:0016020,membrane
Rv2221c,GO:0005886,plasma membrane
Rv2222c,GO:0005886,plasma membrane
Rv2223c,GO:0005618,cell wall
Rv2224c,GO:0016020,membrane
Rv2225,GO:0005886,plasma membrane
Rv2226,GO:0005886,plasma membrane
Rv2227,GO:0005886,plasma membrane
Rv2228c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2229c,GO:0005886,plasma membrane
Rv2230c,GO:0005737,cytoplasm
Rv2231A,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2231B,GO:0046470,phosphatidylcholine metabolic process
Rv2231c,GO:0005737,cytoplasm
Rv2232,GO:0005829,cytosol
Rv2234,GO:0044174,host cell endosome
Rv2235,GO:0016021,integral component of membrane
Rv2236c,GO:0016021,integral component of membrane
Rv2237,GO:0016021,integral component of membrane
Rv2237A,GO:0016021,integral component of membrane
Rv2238c,GO:0005829,cytosol
Rv2239c,GO:0005829,cytosol
Rv2240c,GO:0016021,integral component of membrane
Rv2241,GO:0045254,pyruvate dehydrogenase complex
Rv2242,GO:0005960,glycine cleavage complex
Rv2243,GO:0005835,fatty acid synthase complex
Rv2244,GO:0005886,plasma membrane
Rv2245,GO:0005886,plasma membrane
Rv2246,GO:0005886,plasma membrane
Rv2247,GO:0009317,acetyl-CoA carboxylase complex
Rv2249c,GO:0009331,glycerol-3-phosphate dehydrogenase complex
Rv2250A,GO:0016021,integral component of membrane
Rv2250c,GO:0006355,"regulation of transcription, DNA-templated"
Rv2251,GO:0055114,oxidation-reduction process
Rv2252,GO:0005886,plasma membrane
Rv2256c,GO:0022625,cytosolic large ribosomal subunit
Rv2261c,GO:0016021,integral component of membrane
Rv2262c,GO:0016021,integral component of membrane
Rv2265,GO:0016021,integral component of membrane
Rv2266,GO:0097089,methyl-branched fatty acid metabolic process
Rv2267c,GO:0046506,sulfolipid biosynthetic process
Rv2268c,GO:0016021,integral component of membrane
Rv2269c,GO:0042783,evasion of host immune response
Rv2270,GO:0016020,membrane
Rv2271,GO:0009289,pilus
Rv2272,GO:0016021,integral component of membrane
Rv2273,GO:0016021,integral component of membrane
Rv2274A,GO:0016021,integral component of membrane
Rv2274c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2275,GO:0016875,"ligase activity, forming carbon-oxygen bonds"
Rv2276,GO:0005737,cytoplasm
Rv2277c,GO:0006629,lipid metabolic process
Rv2280,GO:0005886,plasma membrane
Rv2281,GO:0016021,integral component of membrane
Rv2282c,GO:0005829,cytosol
Rv2283,GO:0005886,plasma membrane
Rv2285,GO:0005886,plasma membrane
Rv2286c,GO:0055114,oxidation-reduction process
Rv2287,GO:0016021,integral component of membrane
Rv2288,GO:0005618,cell wall
Rv2289,GO:0016021,integral component of membrane
Rv2290,GO:0016020,membrane
Rv2291,GO:0019346,transsulfuration
Rv2292c,GO:0009116,nucleoside metabolic process
Rv2293c,GO:0016021,integral component of membrane
Rv2294,GO:0005886,plasma membrane
Rv2295,GO:0052170,suppression by symbiont of host innate immune response
Rv2296,GO:0005886,plasma membrane
Rv2297,GO:0005829,cytosol
Rv2298,GO:0005886,plasma membrane
Rv2299c,GO:0005886,plasma membrane
Rv2300c,GO:0005886,plasma membrane
Rv2301,GO:0005576,extracellular region
Rv2302,GO:0005618,cell wall
Rv2304c,GO:0006107,oxaloacetate metabolic process
Rv2305,GO:0005886,plasma membrane
Rv2306B,GO:0016021,integral component of membrane
Rv2306c,GO:0005886,plasma membrane
Rv2307c,GO:0016021,integral component of membrane
Rv2308,GO:0003677,DNA binding
Rv2310,GO:0003677,DNA binding
Rv2311,GO:0016020,membrane
Rv2312,GO:0005886,plasma membrane
Rv2313c,GO:0071769,mycolate cell wall layer assembly
Rv2317,GO:0016021,integral component of membrane
Rv2318,GO:0005886,plasma membrane
Rv2319c,GO:0005829,cytosol
Rv2320c,GO:0016021,integral component of membrane
Rv2321c,GO:0042802,identical protein binding
Rv2323c,GO:0016787,hydrolase activity
Rv2325c,GO:0016021,integral component of membrane
Rv2326c,ABC) transporter comple,ATP-binding cassette 
Rv2328,GO:0016021,integral component of membrane
Rv2330c,GO:0016020,membrane
Rv2331,GO:0005886,plasma membrane
Rv2332,GO:0005829,cytosol
Rv2333c,GO:0016021,integral component of membrane
Rv2334,GO:0005829,cytosol
Rv2335,GO:0005829,cytosol
Rv2339,GO:0016021,integral component of membrane
Rv2343c,GO:1990077,primosome complex
Rv2344c,GO:0005886,plasma membrane
Rv2345,GO:0016021,integral component of membrane
Rv2346c,GO:0005886,plasma membrane
Rv2347c,GO:0005576,extracellular region
Rv2348c,GO:0016021,integral component of membrane
Rv2349c,GO:0052008,disruption by symbiont of host cellular component
Rv2350c,GO:0016020,membrane
Rv2351c,GO:0016020,membrane
Rv2352c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2353c,GO:0016020,membrane
Rv2356c,GO:0016021,integral component of membrane
Rv2357c,GO:1990742,microvesicle
Rv2358,GO:0010043,response to zinc ion
Rv2359,GO:0032993,protein-DNA complex
Rv2361c,GO:0016020,membrane
Rv2362c,GO:0043590,bacterial nucleoid
Rv2363,GO:0043864,indoleacetamide hydrolase activity
Rv2364c,GO:0016020,membrane
Rv2366c,GO:0016021,integral component of membrane
Rv2367c,GO:0005737,cytoplasm
Rv2368c,GO:0005886,plasma membrane
Rv2369c,GO:0016021,integral component of membrane
Rv2372c,GO:0005737,cytoplasm
Rv2373c,GO:0005737,cytoplasm
Rv2374c,GO:0005886,plasma membrane
Rv2376c,GO:0005618,cell wall
Rv2377c,GO:0005829,cytosol
Rv2378c,GO:0055114,oxidation-reduction process
Rv2379c,GO:0005886,plasma membrane
Rv2380c,GO:0016021,integral component of membrane
Rv2383c,GO:0005886,plasma membrane
Rv2385,GO:0016787,hydrolase activity
Rv2386c,GO:0005886,plasma membrane
Rv2388c,GO:0005737,cytoplasm
Rv2389c,GO:0016021,integral component of membrane
Rv2391,GO:0005829,cytosol
Rv2392,GO:0005886,plasma membrane
Rv2395A,GO:0097041,phenolic phthiocerol biosynthetic process
Rv2395B,GO:0003677,DNA binding
Rv2396,GO:0005886,plasma membrane
Rv2397c,ABC) transporter comple,ATP-binding cassette 
Rv2401A,GO:0016021,integral component of membrane
Rv2402,GO:0005886,plasma membrane
Rv2404c,GO:0016020,membrane
Rv2405,GO:0005886,plasma membrane
Rv2407,GO:0042779,tRNA 3'-trailer cleavage
Rv2408,GO:0030430,host cell cytoplasm
Rv2411c,GO:0005886,plasma membrane
Rv2412,GO:0015935,small ribosomal subunit
Rv2413c,GO:0009360,DNA polymerase III complex
Rv2416c,GO:0097691,bacterial extracellular vesicle
Rv2417c,GO:0005886,plasma membrane
Rv2419c,GO:0016311,dephosphorylation
Rv2421c,GO:0019363,pyridine nucleotide biosynthetic process
Rv2424c,GO:0006313,"transposition, DNA-mediated"
Rv2427c,GO:0005886,plasma membrane
Rv2428,GO:0005886,plasma membrane
Rv2429,GO:0005886,plasma membrane
Rv2436,GO:0005829,cytosol
Rv2438A,GO:0045893,"positive regulation of transcription, DNA-templated"
Rv2438c,GO:0005886,plasma membrane
Rv2439c,GO:0005829,cytosol
Rv2440c,GO:0016020,membrane
Rv2441c,GO:0022625,cytosolic large ribosomal subunit
Rv2442c,GO:0005886,plasma membrane
Rv2445c,GO:0005886,plasma membrane
Rv2448c,GO:0005886,plasma membrane
Rv2449c,GO:0016021,integral component of membrane
Rv2450c,GO:0005576,extracellular region
Rv2453c,GO:0005886,plasma membrane
Rv2454c,GO:0005829,cytosol
Rv2455c,GO:0005886,plasma membrane
Rv2456c,GO:0016021,integral component of membrane
Rv2457c,GO:0005618,cell wall
Rv2459,GO:0016021,integral component of membrane
Rv2460c,GO:0009368,endopeptidase Clp complex
Rv2461c,GO:0009368,endopeptidase Clp complex
Rv2462c,GO:0005886,plasma membrane
Rv2464c,GO:0034599,cellular response to oxidative stress
Rv2465c,GO:0005576,extracellular region
Rv2468c,GO:0005886,plasma membrane
Rv2470,GO:0016020,membrane
Rv2471,GO:0005886,plasma membrane
Rv2474c,GO:0005737,cytoplasm
Rv2476c,GO:0005886,plasma membrane
Rv2477c,GO:0005886,plasma membrane
Rv2482c,GO:0016020,membrane
Rv2484c,GO:0005886,plasma membrane
Rv2486,GO:0006631,fatty acid metabolic process
Rv2487c,GO:0008156,negative regulation of DNA replication
Rv2488c,GO:0005886,plasma membrane
Rv2490c,GO:0005737,cytoplasm
Rv2493,GO:0009056,catabolic process
Rv2494,GO:0005576,extracellular region
Rv2495c,GO:0005886,plasma membrane
Rv2496c,GO:0005886,plasma membrane
Rv2497c,GO:0055114,oxidation-reduction process
Rv2498c,GO:0006107,oxaloacetate metabolic process
Rv2499c,GO:0008152,metabolic process
Rv2501c,GO:0005886,plasma membrane
Rv2503c,GO:0001666,response to hypoxia
Rv2504c,GO:0016740,transferase activity
Rv2507,GO:0016021,integral component of membrane
Rv2511,GO:0005737,cytoplasm
Rv2521,GO:0005886,plasma membrane
Rv2522c,GO:0005829,cytosol
Rv2523c,GO:0005737,cytoplasm
Rv2526,GO:0016021,integral component of membrane
Rv2527,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2530A,GO:0045927,positive regulation of growth
Rv2530c,GO:0005576,extracellular region
Rv2533c,GO:0005829,cytosol
Rv2534c,GO:0005737,cytoplasm
Rv2537c,GO:0005829,cytosol
Rv2538c,GO:0005886,plasma membrane
Rv2539c,GO:0005829,cytosol
Rv2540c,GO:0005829,cytosol
Rv2541,GO:0005886,plasma membrane
Rv2543,GO:0016020,membrane
Rv2544,GO:0016020,membrane
Rv2545,GO:0005618,cell wall
Rv2546,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2547,GO:0045927,positive regulation of growth
Rv2548,GO:0005576,extracellular region
Rv2549c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2550c,GO:0045927,positive regulation of growth
Rv2552c,GO:0005829,cytosol
Rv2554c,GO:0005829,cytosol
Rv2555c,GO:0005886,plasma membrane
Rv2556c,GO:0005618,cell wall
Rv2557,GO:0009267,cellular response to starvation
Rv2558,GO:0009267,cellular response to starvation
Rv2559c,GO:0043085,positive regulation of catalytic activity
Rv2560,GO:0016021,integral component of membrane
Rv2561,GO:0045893,"positive regulation of transcription, DNA-templated"
Rv2563,GO:0016021,integral component of membrane
Rv2564,GO:0005886,plasma membrane
Rv2565,GO:0005829,cytosol
Rv2566,GO:0005829,cytosol
Rv2567,GO:0005886,plasma membrane
Rv2568c,GO:0005886,plasma membrane
Rv2569c,GO:0005886,plasma membrane
Rv2570,GO:0071766,Actinobacterium-type cell wall biogenesis
Rv2571c,GO:0016021,integral component of membrane
Rv2572c,GO:0005737,cytoplasm
Rv2573,GO:0005829,cytosol
Rv2574,GO:0005886,plasma membrane
Rv2575,GO:0016021,integral component of membrane
Rv2576c,GO:0016021,integral component of membrane
Rv2577,GO:0005886,plasma membrane
Rv2578c,GO:0016021,integral component of membrane
Rv2579,GO:0005886,plasma membrane
Rv2580c,GO:0005886,plasma membrane
Rv2581c,GO:0046872,metal ion binding
Rv2582,GO:0005887,integral component of plasma membrane
Rv2583c,GO:0005886,plasma membrane
Rv2584c,GO:0005886,plasma membrane
Rv2585c,GO:0030288,outer membrane-bounded periplasmic space
Rv2586c,GO:0016021,integral component of membrane
Rv2587c,GO:0016021,integral component of membrane
Rv2588c,GO:0016021,integral component of membrane
Rv2589,GO:0005886,plasma membrane
Rv2591,GO:0005618,cell wall
Rv2592c,GO:0032508,DNA duplex unwinding
Rv2593c,GO:0009379,Holliday junction helicase complex
Rv2594c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2595,GO:0005515,protein binding
Rv2596,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2597,GO:0016021,integral component of membrane
Rv2598,GO:0005886,plasma membrane
Rv2599,GO:0016021,integral component of membrane
Rv2600,GO:0016021,integral component of membrane
Rv2601,GO:0016021,integral component of membrane
Rv2601A,GO:0045927,positive regulation of growth
Rv2602,GO:0005576,extracellular region
Rv2603c,GO:0005829,cytosol
Rv2604c,GO:1903600,glutaminase complex
Rv2606c,GO:0005886,plasma membrane
Rv2607,GO:0055114,oxidation-reduction process
Rv2608,GO:0052559,induction by symbiont of host immune response
Rv2610c,GO:0016020,membrane
Rv2611c,GO:0016021,integral component of membrane
Rv2612c,GO:0016021,integral component of membrane
Rv2613c,GO:0005886,plasma membrane
Rv2614c,GO:0005886,plasma membrane
Rv2615c,GO:0016021,integral component of membrane
Rv2618,ABC) transporter comple,ATP-binding cassette 
Rv2623,GO:0005886,plasma membrane
Rv2624c,GO:0005886,plasma membrane
Rv2625c,GO:0016021,integral component of membrane
Rv2626c,GO:0005886,plasma membrane
Rv2627c,GO:0005886,plasma membrane
Rv2628,GO:0005576,extracellular region
Rv2629,GO:0005886,plasma membrane
Rv2630,GO:0008033,tRNA processing
Rv2631,GO:0005618,cell wall
Rv2632c,GO:0005618,cell wall
Rv2633c,GO:0005829,cytosol
Rv2634c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2635,GO:0006635,fatty acid beta-oxidation
Rv2636,GO:0016740,transferase activity
Rv2637,GO:0016021,integral component of membrane
Rv2639c,GO:0016021,integral component of membrane
Rv2641,GO:0046686,response to cadmium ion
Rv2644c,GO:0005886,plasma membrane
Rv2645,GO:0006355,"regulation of transcription, DNA-templated"
Rv2647,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2652c,GO:0005737,cytoplasm
Rv2653c,GO:0045926,negative regulation of growth
Rv2654c,GO:0045927,positive regulation of growth
Rv2656c,GO:0016021,integral component of membrane
Rv2657c,GO:0003677,DNA binding
Rv2658c,GO:0030288,outer membrane-bounded periplasmic space
Rv2659c,GO:0075713,establishment of integrated proviral latency
Rv2661c,GO:0016021,integral component of membrane
Rv2666,GO:0032196,transposition
Rv2667,GO:0005829,cytosol
Rv2669,GO:0005737,cytoplasm
Rv2672,GO:0005576,extracellular region
Rv2673,GO:0016021,integral component of membrane
Rv2676c,GO:0005886,plasma membrane
Rv2677c,GO:0016020,membrane
Rv2678c,GO:0005829,cytosol
Rv2680,GO:0016787,hydrolase activity
Rv2682c,GO:0005829,cytosol
Rv2683,GO:0005886,plasma membrane
Rv2684,GO:0016021,integral component of membrane
Rv2685,GO:0016021,integral component of membrane
Rv2686c,GO:0016021,integral component of membrane
Rv2687c,GO:0016021,integral component of membrane
Rv2688c,GO:0016020,membrane
Rv2692,GO:0005886,plasma membrane
Rv2697c,GO:0046081,dUTP catabolic process
Rv2701c,GO:0046855,inositol phosphate dephosphorylation
Rv2702,GO:0051156,glucose 6-phosphate metabolic process
Rv2703,GO:0005886,plasma membrane
Rv2705c,GO:0016021,integral component of membrane
Rv2706c,GO:0022625,cytosolic large ribosomal subunit
Rv2708c,GO:0016021,integral component of membrane
Rv2709,GO:0016021,integral component of membrane
Rv2710,GO:0005886,plasma membrane
Rv2711,GO:0005886,plasma membrane
Rv2713,GO:0005886,plasma membrane
Rv2715,GO:0005886,plasma membrane
Rv2716,GO:0009058,biosynthetic process
Rv2717c,GO:0046907,intracellular transport
Rv2718c,GO:0005829,cytosol
Rv2720,GO:0005618,cell wall
Rv2723,GO:0016021,integral component of membrane
Rv2725c,GO:0005886,plasma membrane
Rv2726c,GO:0005886,plasma membrane
Rv2727c,GO:0008033,tRNA processing
Rv2732c,GO:0016021,integral component of membrane
Rv2733c,GO:0005829,cytosol
Rv2735c,GO:0005737,cytoplasm
Rv2736c,GO:0005886,plasma membrane
Rv2737c,GO:0005829,cytosol
Rv2740,GO:0005886,plasma membrane
Rv2741,GO:0044164,host cell cytosol
Rv2742A,GO:0016021,integral component of membrane
Rv2744c,GO:0005886,plasma membrane
Rv2745c,GO:0090062,regulation of trehalose metabolic process
Rv2746c,GO:0016021,integral component of membrane
Rv2747,GO:0005737,cytoplasm
Rv2748c,GO:0016021,integral component of membrane
Rv2750,GO:0055114,oxidation-reduction process
Rv2752c,GO:0005737,cytoplasm
Rv2753c,GO:0005886,plasma membrane
Rv2754c,GO:0032259,methylation
Rv2757c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2758c,GO:0045927,positive regulation of growth
Rv2759c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2760c,GO:0005886,plasma membrane
Rv2763c,GO:0005829,cytosol
Rv2764c,GO:0005829,cytosol
Rv2765,GO:0016787,hydrolase activity
Rv2767c,GO:0016021,integral component of membrane
Rv2770c,GO:0005886,plasma membrane
Rv2773c,GO:0005886,plasma membrane
Rv2775,GO:0005829,cytosol
Rv2776c,GO:0055114,oxidation-reduction process
Rv2777c,GO:0016020,membrane
Rv2780,GO:0005886,plasma membrane
Rv2782c,GO:0005886,plasma membrane
Rv2783c,GO:0005886,plasma membrane
Rv2785c,GO:0022627,cytosolic small ribosomal subunit
Rv2786c,GO:0016310,phosphorylation
Rv2793c,GO:0005618,cell wall
Rv2797c,GO:0005886,plasma membrane
Rv2799,GO:0016021,integral component of membrane
Rv2801A,GO:0045927,positive regulation of growth
Rv2801c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2804c,GO:0032259,methylation
Rv2805,GO:0016310,phosphorylation
Rv2808,GO:0005829,cytosol
Rv2810c,GO:0005829,cytosol
Rv2816c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv2817c,GO:0005618,cell wall
Rv2818c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2819c,GO:0005886,plasma membrane
Rv2820c,GO:0051607,defense response to virus
Rv2821c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2822c,GO:0051607,defense response to virus
Rv2823c,GO:0005886,plasma membrane
Rv2824c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2825c,GO:0005576,extracellular region
Rv2826c,GO:0005886,plasma membrane
Rv2829c,GO:0005576,extracellular region
Rv2830c,GO:0045727,positive regulation of translation
Rv2837c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2838c,GO:0005829,cytosol
Rv2839c,GO:0005886,plasma membrane
Rv2840c,GO:0005618,cell wall
Rv2841c,GO:0005886,plasma membrane
Rv2842c,GO:0005886,plasma membrane
Rv2843,GO:0016021,integral component of membrane
Rv2845c,GO:0005886,plasma membrane
Rv2846c,GO:0016021,integral component of membrane
Rv2848c,GO:0005886,plasma membrane
Rv2850c,GO:0016887,ATPase activity
Rv2851c,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups"
Rv2852c,GO:0005886,plasma membrane
Rv2853,GO:0034081,polyketide synthase complex
Rv2854,GO:0016020,membrane
Rv2855,GO:0005829,cytosol
Rv2857c,GO:0016020,membrane
Rv2859c,GO:0006598,polyamine catabolic process
Rv2861c,GO:0070084,protein initiator methionine removal
Rv2862A,GO:0005886,plasma membrane
Rv2863,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2865,GO:0045927,positive regulation of growth
Rv2866,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2868c,GO:0005886,plasma membrane
Rv2869c,GO:0016021,integral component of membrane
Rv2870c,GO:0055114,oxidation-reduction process
Rv2871,GO:0005886,plasma membrane
Rv2872,GO:0090501,RNA phosphodiester bond hydrolysis
Rv2873,GO:0016020,membrane
Rv2874,GO:0016021,integral component of membrane
Rv2875,GO:0005615,extracellular space
Rv2876,GO:0016021,integral component of membrane
Rv2878c,GO:0005737,cytoplasm
Rv2879c,GO:0005886,plasma membrane
Rv2881c,GO:0016021,integral component of membrane
Rv2882c,GO:0005886,plasma membrane
Rv2883c,GO:0005886,plasma membrane
Rv2884,GO:0032993,protein-DNA complex
Rv2885c,GO:0005886,plasma membrane
Rv2886c,GO:0005886,plasma membrane
Rv2887,GO:0006950,response to stress
Rv2888c,GO:0005886,plasma membrane
Rv2889c,GO:0005886,plasma membrane
Rv2890c,GO:0022627,cytosolic small ribosomal subunit
Rv2891,GO:0005886,plasma membrane
Rv2892c,GO:0016021,integral component of membrane
Rv2894c,GO:0005886,plasma membrane
Rv2895c,GO:0005886,plasma membrane
Rv2896c,GO:0009294,DNA mediated transformation
Rv2897c,GO:0005886,plasma membrane
Rv2898c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv2899c,GO:0005737,cytoplasm
Rv2900c,GO:0005886,plasma membrane
Rv2901c,GO:0005886,plasma membrane
Rv2902c,GO:0032299,ribonuclease H2 complex
Rv2903c,GO:0016021,integral component of membrane
Rv2904c,GO:0022625,cytosolic large ribosomal subunit
Rv2905,GO:0016020,membrane
